prompt_id,prompt_text,prompt_type,primary_genre,main_theme,structure_type,word_count,character_count
400,Create a coming-of-age odyssey focused on love and their dark destiny.,general,coming-of-age,love,create_narrative,11,70
401,Tell a fantasy story where survival must choose between love and hope.,general,fantasy,love,tell_story,12,70
402,Craft a romance epic where family becomes the key to mysterious sacrifice.,general,romance,family,craft_narrative,12,74
403,Write a romance adventure where survival transforms through suspenseful trials.,general,romance,survival,write_story,10,79
404,Craft a mystery epic where family becomes the key to humorous hope.,general,mystery,family,craft_narrative,12,67
405,Write a horror tale about a hope who discovers a mysterious secret.,general,horror,hope,write_story,12,67
406,"In a romance world, a sacrifice must whimsical to save the survival.",general,romance,sacrifice,world_setting,12,68
407,Create a fantasy saga about the suspenseful journey of redemption.,general,fantasy,redemption,create_narrative,10,66
408,Write about a romance who finds identity in a suspenseful setting.,general,romance,identity,write_story,11,66
409,Write a sci-fi adventure where love transforms through humorous trials.,general,sci-fi,love,write_story,10,71
410,Write about a fantasy world where redemption is both suspenseful and essential.,general,fantasy,redemption,write_story,12,79
411,Write a adventure chronicle where identity must overcome whimsical obstacles.,general,adventure,identity,write_story,10,77
412,Write a thriller chronicle where redemption must overcome unexpected obstacles.,general,thriller,redemption,write_story,10,79
413,Write about a mystery world where redemption is both whimsical and essential.,general,mystery,redemption,write_story,12,77
414,Write a thriller narrative about a family who discovers a dark secret.,general,thriller,family,write_story,12,70
415,Craft a fantasy epic where survival becomes the key to whimsical hope.,general,fantasy,hope,craft_narrative,12,70
416,"In a horror world, a family must dark to save the survival.",general,horror,family,world_setting,12,59
417,Write a fantasy tale about a sacrifice who discovers a dark secret.,general,fantasy,sacrifice,write_story,12,67
418,Create a coming-of-age saga about the humorous journey of sacrifice.,general,coming-of-age,sacrifice,create_narrative,10,68
419,Tell a romance legend about a family seeking dark identity.,general,romance,family,tell_story,10,59
420,Write a coming-of-age story about a sacrifice who discovers a whimsical secret.,general,coming-of-age,sacrifice,write_story,12,79
421,Craft a romance tale exploring how sacrifice leads to suspenseful identity.,general,romance,sacrifice,craft_narrative,11,75
422,Write about a coming-of-age world where love is both suspenseful and essential.,general,coming-of-age,love,write_story,12,79
423,Tell a coming-of-age story where sacrifice must choose between sacrifice and family.,general,coming-of-age,family,tell_story,12,84
424,Craft a horror tale exploring how hope leads to humorous identity.,general,horror,hope,craft_narrative,11,66
425,Write a thriller tale where hope leads to an unexpected dark.,general,thriller,hope,write_story,11,61
426,Tell a coming-of-age legend about a survival seeking uplifting hope.,general,coming-of-age,hope,tell_story,10,68
427,Tell a coming-of-age legend about a betrayal seeking suspenseful redemption.,general,coming-of-age,betrayal,tell_story,10,76
428,Tell a romance legend about a identity seeking uplifting family.,general,romance,family,tell_story,10,64
429,Create a thriller odyssey focused on love and their dark destiny.,general,thriller,love,create_narrative,11,65
430,Craft a adventure epic where family becomes the key to uplifting redemption.,general,adventure,family,craft_narrative,12,76
431,Craft a sci-fi tale exploring how sacrifice leads to humorous identity.,general,sci-fi,sacrifice,craft_narrative,11,71
432,Write a romance tale about a love who discovers a humorous secret.,general,romance,love,write_story,12,66
433,Tell a mystery legend about a betrayal seeking mysterious love.,general,mystery,love,tell_story,10,63
434,Write a horror adventure where sacrifice transforms through uplifting trials.,general,horror,sacrifice,write_story,10,77
435,Tell a thriller story where family must choose between family and redemption.,general,thriller,family,tell_story,12,77
436,Write about a thriller who finds hope in a whimsical setting.,general,thriller,hope,write_story,11,61
437,Create a mystery odyssey focused on redemption and their whimsical destiny.,general,mystery,redemption,create_narrative,11,75
438,Write about a coming-of-age who finds family in a humorous setting.,general,coming-of-age,family,write_story,11,67
439,Write about a thriller who finds survival in a uplifting setting.,general,thriller,survival,write_story,11,65
440,Create a historical fiction saga about the suspenseful journey of redemption.,general,historical fiction,redemption,create_narrative,11,77
441,Craft a romance epic where love becomes the key to humorous identity.,general,romance,love,craft_narrative,12,69
442,Craft a horror epic where hope becomes the key to mysterious identity.,general,horror,hope,craft_narrative,12,70
443,Craft a sci-fi epic where love becomes the key to humorous survival.,general,sci-fi,love,craft_narrative,12,68
444,Write about a coming-of-age world where love is both whimsical and essential.,general,coming-of-age,love,write_story,12,77
445,Write a thriller story about a betrayal who discovers a dark secret.,general,thriller,betrayal,write_story,12,68
446,"In a romance world, a survival must humorous to save the hope.",general,romance,hope,world_setting,12,62
447,Write about a sci-fi world where hope is both suspenseful and essential.,general,sci-fi,hope,write_story,12,72
448,Write a mystery tale where redemption leads to an unexpected whimsical.,general,mystery,redemption,write_story,11,71
449,Create a thriller narrative about a betrayal facing a suspenseful challenge.,general,thriller,betrayal,create_narrative,11,76
450,Craft a horror tale exploring how redemption leads to mysterious family.,general,horror,family,craft_narrative,11,72
451,Create a fantasy odyssey focused on betrayal and their suspenseful destiny.,general,fantasy,betrayal,create_narrative,11,75
452,Create a sci-fi tale about a betrayal facing a whimsical challenge.,general,sci-fi,betrayal,create_narrative,11,67
453,Create a coming-of-age odyssey focused on betrayal and their uplifting destiny.,general,coming-of-age,betrayal,create_narrative,11,79
454,Create a historical fiction odyssey focused on identity and their humorous destiny.,general,historical fiction,identity,create_narrative,12,83
455,Write about a sci-fi who finds hope in a uplifting setting.,general,sci-fi,hope,write_story,11,59
456,Write a thriller story about a betrayal who discovers a unexpected secret.,general,thriller,betrayal,write_story,12,74
457,"In a coming-of-age world, a betrayal must dark to save the redemption.",general,coming-of-age,betrayal,world_setting,12,70
458,Tell a fantasy story where love must choose between family and hope.,general,fantasy,family,tell_story,12,68
459,Create a adventure odyssey focused on love and their mysterious destiny.,general,adventure,love,create_narrative,11,72
460,Create a fantasy odyssey focused on redemption and their dark destiny.,general,fantasy,redemption,create_narrative,11,70
461,"In a adventure world, a love must unexpected to save the family.",general,adventure,family,world_setting,12,64
462,Create a adventure story about a redemption facing a unexpected challenge.,general,adventure,redemption,create_narrative,11,74
463,Write a coming-of-age chronicle where family must overcome uplifting obstacles.,general,coming-of-age,family,write_story,10,79
464,Write about a sci-fi world where betrayal is both whimsical and essential.,general,sci-fi,betrayal,write_story,12,74
465,Create a thriller saga about the suspenseful journey of hope.,general,thriller,hope,create_narrative,10,61
466,Create a historical fiction saga about the unexpected journey of love.,general,historical fiction,love,create_narrative,11,70
467,Write a mystery chronicle where betrayal must overcome humorous obstacles.,general,mystery,betrayal,write_story,10,74
468,Write a mystery tale where identity leads to an unexpected humorous.,general,mystery,identity,write_story,11,68
469,"In a sci-fi world, a hope must uplifting to save the survival.",general,sci-fi,hope,world_setting,12,62
470,Create a romance tale about a redemption facing a dark challenge.,general,romance,redemption,create_narrative,11,65
471,Craft a fantasy tale exploring how redemption leads to dark betrayal.,general,fantasy,betrayal,craft_narrative,11,69
472,Write a coming-of-age adventure where hope transforms through mysterious trials.,general,adventure,hope,write_story,10,80
473,Write a adventure tale where survival leads to an unexpected whimsical.,general,adventure,survival,write_story,11,71
474,Write a adventure adventure where survival transforms through humorous trials.,general,adventure,survival,write_story,10,78
475,Tell a sci-fi legend about a survival seeking whimsical survival.,general,sci-fi,survival,tell_story,10,65
476,Write a historical fiction story about a love who discovers a humorous secret.,general,historical fiction,love,write_story,13,78
477,"In a humorous thriller realm, redemption discovers the power of sacrifice.",general,thriller,sacrifice,world_setting,11,74
478,Tell a thriller story where family must choose between love and family.,general,thriller,family,tell_story,12,71
479,Write a adventure tale where identity leads to an unexpected dark.,general,adventure,identity,write_story,11,66
480,"In a whimsical adventure realm, sacrifice discovers the power of redemption.",general,adventure,sacrifice,world_setting,11,76
481,Tell a sci-fi story where love must choose between identity and identity.,general,sci-fi,love,tell_story,12,73
482,Create a adventure odyssey focused on sacrifice and their dark destiny.,general,adventure,sacrifice,create_narrative,11,71
483,Create a mystery odyssey focused on family and their unexpected destiny.,general,mystery,family,create_narrative,11,72
484,Create a horror odyssey focused on hope and their whimsical destiny.,general,horror,hope,create_narrative,11,68
485,Write a horror story about a identity who discovers a unexpected secret.,general,horror,identity,write_story,12,72
486,Write a adventure story about a love who discovers a unexpected secret.,general,adventure,love,write_story,12,71
487,Write about a thriller world where survival is both suspenseful and essential.,general,thriller,survival,write_story,12,78
488,Write about a fantasy who finds identity in a humorous setting.,general,fantasy,identity,write_story,11,63
489,Create a coming-of-age saga about the unexpected journey of family.,general,coming-of-age,family,create_narrative,10,67
490,Tell a historical fiction story where betrayal must choose between identity and love.,general,historical fiction,love,tell_story,13,85
491,"In a whimsical adventure realm, betrayal discovers the power of betrayal.",general,adventure,betrayal,world_setting,11,73
492,"In a whimsical fantasy realm, hope discovers the power of love.",general,fantasy,love,world_setting,11,63
493,"In a horror world, a betrayal must whimsical to save the betrayal.",general,horror,betrayal,world_setting,12,66
494,Craft a romance epic where hope becomes the key to suspenseful hope.,general,romance,hope,craft_narrative,12,68
495,"In a adventure world, a identity must suspenseful to save the hope.",general,adventure,hope,world_setting,12,67
496,Create a thriller saga about the unexpected journey of love.,general,thriller,love,create_narrative,10,60
497,Write a thriller adventure where love transforms through suspenseful trials.,general,adventure,love,write_story,10,76
498,Tell a thriller legend about a love seeking unexpected hope.,general,thriller,love,tell_story,10,60
499,Write a horror chronicle where love must overcome uplifting obstacles.,general,horror,love,write_story,10,70
500,Write a thriller narrative about a sacrifice who discovers a unexpected secret.,general,thriller,sacrifice,write_story,12,79
501,Create a horror narrative about betrayal facing a dark challenge.,horror_focused,horror,betrayal,create_narrative,10,65
502,Create a horror narrative about betrayal facing a suspenseful challenge.,horror_focused,horror,betrayal,create_narrative,10,72
503,"In a horror world, a survival must dark to save the family.",horror_focused,horror,family,world_setting,12,59
504,Write a horror tale where survival leads to an unexpected mysterious.,horror_focused,horror,survival,write_story,11,69
505,"In a horror world, a betrayal must mysterious to save the hope.",horror_focused,horror,hope,world_setting,12,63
506,"In a horror world, a survival must mysterious to save the hope.",horror_focused,horror,hope,world_setting,12,63
507,Write a horror tale where betrayal leads to an unexpected dark.,horror_focused,horror,betrayal,write_story,11,63
508,Write a horror tale where survival leads to an unexpected mysterious.,horror_focused,horror,survival,write_story,11,69
509,"In a horror world, a betrayal must mysterious to save the family.",horror_focused,horror,family,world_setting,12,65
510,"In a horror world, a survival must mysterious to save the hope.",horror_focused,horror,hope,world_setting,12,63
511,Create a horror narrative about family facing a mysterious challenge.,horror_focused,horror,family,create_narrative,10,69
512,"In a horror world, a betrayal must dark to save the identity.",horror_focused,horror,identity,world_setting,12,61
513,"In a horror world, a betrayal must dark to save the identity.",horror_focused,horror,identity,world_setting,12,61
514,Create a horror narrative about family facing a suspenseful challenge.,horror_focused,horror,family,create_narrative,10,70
515,Create a horror narrative about betrayal facing a mysterious challenge.,horror_focused,horror,betrayal,create_narrative,10,71
516,Create a horror narrative about betrayal facing a suspenseful challenge.,horror_focused,horror,betrayal,create_narrative,10,72
517,Create a horror narrative about sacrifice facing a dark challenge.,horror_focused,horror,sacrifice,create_narrative,10,66
518,Create a horror narrative about betrayal facing a suspenseful challenge.,horror_focused,horror,betrayal,create_narrative,10,72
519,Create a horror narrative about family facing a suspenseful challenge.,horror_focused,horror,family,create_narrative,10,70
520,Create a horror narrative about sacrifice facing a suspenseful challenge.,horror_focused,horror,sacrifice,create_narrative,10,73
521,Create a horror narrative about family facing a suspenseful challenge.,horror_focused,horror,family,create_narrative,10,70
522,"In a horror world, a survival must suspenseful to save the identity.",horror_focused,horror,identity,world_setting,12,68
523,Write a horror tale where sacrifice leads to an unexpected mysterious.,horror_focused,horror,sacrifice,write_story,11,70
524,Write a horror tale where sacrifice leads to an unexpected mysterious.,horror_focused,horror,sacrifice,write_story,11,70
525,Create a horror narrative about betrayal facing a suspenseful challenge.,horror_focused,horror,betrayal,create_narrative,10,72
526,"In a horror world, a betrayal must suspenseful to save the hope.",horror_focused,horror,hope,world_setting,12,64
527,"In a horror world, a betrayal must mysterious to save the family.",horror_focused,horror,family,world_setting,12,65
528,Create a horror narrative about family facing a dark challenge.,horror_focused,horror,family,create_narrative,10,63
529,"In a horror world, a sacrifice must mysterious to save the identity.",horror_focused,horror,sacrifice,world_setting,12,68
530,Write a horror tale where sacrifice leads to an unexpected dark.,horror_focused,horror,sacrifice,write_story,11,64
531,Write a horror tale where betrayal leads to an unexpected mysterious.,horror_focused,horror,betrayal,write_story,11,69
532,"In a horror world, a sacrifice must suspenseful to save the hope.",horror_focused,horror,sacrifice,world_setting,12,65
533,Create a horror narrative about sacrifice facing a suspenseful challenge.,horror_focused,horror,sacrifice,create_narrative,10,73
534,Create a horror narrative about sacrifice facing a mysterious challenge.,horror_focused,horror,sacrifice,create_narrative,10,72
535,Write a horror tale where sacrifice leads to an unexpected mysterious.,horror_focused,horror,sacrifice,write_story,11,70
536,"In a horror world, a betrayal must dark to save the hope.",horror_focused,horror,hope,world_setting,12,57
537,"In a horror world, a betrayal must suspenseful to save the family.",horror_focused,horror,family,world_setting,12,66
538,Create a horror narrative about survival facing a suspenseful challenge.,horror_focused,horror,survival,create_narrative,10,72
539,Write a horror tale where sacrifice leads to an unexpected mysterious.,horror_focused,horror,sacrifice,write_story,11,70
540,"In a horror world, a betrayal must dark to save the identity.",horror_focused,horror,identity,world_setting,12,61
541,Create a horror narrative about survival facing a mysterious challenge.,horror_focused,horror,survival,create_narrative,10,71
542,"In a horror world, a sacrifice must suspenseful to save the family.",horror_focused,horror,family,world_setting,12,67
543,Create a horror narrative about survival facing a mysterious challenge.,horror_focused,horror,survival,create_narrative,10,71
544,"In a horror world, a sacrifice must suspenseful to save the hope.",horror_focused,horror,sacrifice,world_setting,12,65
545,Write a horror tale where betrayal leads to an unexpected dark.,horror_focused,horror,betrayal,write_story,11,63
546,Write a horror tale where survival leads to an unexpected dark.,horror_focused,horror,survival,write_story,11,63
547,Write a horror tale where survival leads to an unexpected dark.,horror_focused,horror,survival,write_story,11,63
548,"In a horror world, a survival must suspenseful to save the family.",horror_focused,horror,family,world_setting,12,66
549,Write a horror tale where betrayal leads to an unexpected mysterious.,horror_focused,horror,betrayal,write_story,11,69
550,Write a horror tale where betrayal leads to an unexpected mysterious.,horror_focused,horror,betrayal,write_story,11,69
551,Write a romance story about a family who discovers a humorous secret.,romance_focused,romance,family,write_story,12,69
552,Create a romance narrative about love facing a humorous challenge.,romance_focused,romance,love,create_narrative,10,66
553,Write a romance story about a family who discovers a mysterious secret.,romance_focused,romance,family,write_story,12,71
554,"In a romance world, a identity must whimsical to save the love.",romance_focused,romance,love,world_setting,12,63
555,Write a romance story about a family who discovers a mysterious secret.,romance_focused,romance,family,write_story,12,71
556,Create a romance narrative about sacrifice facing a mysterious challenge.,romance_focused,romance,sacrifice,create_narrative,10,73
557,"In a romance world, a love must mysterious to save the hope.",romance_focused,romance,love,world_setting,12,60
558,Create a romance narrative about hope facing a humorous challenge.,romance_focused,romance,hope,create_narrative,10,66
559,"In a romance world, a sacrifice must uplifting to save the love.",romance_focused,romance,sacrifice,world_setting,12,64
560,Write a romance story about a love who discovers a mysterious secret.,romance_focused,romance,love,write_story,12,69
561,"In a romance world, a sacrifice must uplifting to save the family.",romance_focused,romance,family,world_setting,12,66
562,"In a romance world, a sacrifice must mysterious to save the love.",romance_focused,romance,sacrifice,world_setting,12,65
563,Create a romance narrative about sacrifice facing a mysterious challenge.,romance_focused,romance,sacrifice,create_narrative,10,73
564,"In a romance world, a love must uplifting to save the family.",romance_focused,romance,family,world_setting,12,61
565,"In a romance world, a love must whimsical to save the hope.",romance_focused,romance,love,world_setting,12,59
566,"In a romance world, a identity must whimsical to save the hope.",romance_focused,romance,hope,world_setting,12,63
567,Write a romance story about a love who discovers a mysterious secret.,romance_focused,romance,love,write_story,12,69
568,Write a romance story about a family who discovers a humorous secret.,romance_focused,romance,family,write_story,12,69
569,Create a romance narrative about hope facing a mysterious challenge.,romance_focused,romance,hope,create_narrative,10,68
570,Write a romance story about a love who discovers a mysterious secret.,romance_focused,romance,love,write_story,12,69
571,"In a romance world, a sacrifice must mysterious to save the family.",romance_focused,romance,family,world_setting,12,67
572,Create a romance narrative about love facing a uplifting challenge.,romance_focused,romance,love,create_narrative,10,67
573,"In a romance world, a identity must mysterious to save the hope.",romance_focused,romance,hope,world_setting,12,64
574,Create a romance narrative about love facing a humorous challenge.,romance_focused,romance,love,create_narrative,10,66
575,Create a romance narrative about hope facing a mysterious challenge.,romance_focused,romance,hope,create_narrative,10,68
576,Write a romance story about a love who discovers a humorous secret.,romance_focused,romance,love,write_story,12,67
577,"In a romance world, a identity must uplifting to save the family.",romance_focused,romance,family,world_setting,12,65
578,Create a romance narrative about love facing a humorous challenge.,romance_focused,romance,love,create_narrative,10,66
579,Create a romance narrative about sacrifice facing a humorous challenge.,romance_focused,romance,sacrifice,create_narrative,10,71
580,Write a romance story about a family who discovers a mysterious secret.,romance_focused,romance,family,write_story,12,71
581,"In a romance world, a identity must mysterious to save the family.",romance_focused,romance,family,world_setting,12,66
582,Write a romance story about a family who discovers a uplifting secret.,romance_focused,romance,family,write_story,12,70
583,Write a romance story about a hope who discovers a mysterious secret.,romance_focused,romance,hope,write_story,12,69
584,Create a romance narrative about sacrifice facing a humorous challenge.,romance_focused,romance,sacrifice,create_narrative,10,71
585,Create a romance narrative about love facing a uplifting challenge.,romance_focused,romance,love,create_narrative,10,67
586,"In a romance world, a love must uplifting to save the hope.",romance_focused,romance,love,world_setting,12,59
587,Write a romance story about a love who discovers a mysterious secret.,romance_focused,romance,love,write_story,12,69
588,"In a romance world, a identity must mysterious to save the hope.",romance_focused,romance,hope,world_setting,12,64
589,"In a romance world, a sacrifice must whimsical to save the family.",romance_focused,romance,family,world_setting,12,66
590,Write a romance story about a love who discovers a mysterious secret.,romance_focused,romance,love,write_story,12,69
591,Write a romance story about a love who discovers a mysterious secret.,romance_focused,romance,love,write_story,12,69
592,Create a romance narrative about love facing a humorous challenge.,romance_focused,romance,love,create_narrative,10,66
593,"In a romance world, a love must mysterious to save the hope.",romance_focused,romance,love,world_setting,12,60
594,Create a romance narrative about love facing a uplifting challenge.,romance_focused,romance,love,create_narrative,10,67
595,"In a romance world, a love must whimsical to save the family.",romance_focused,romance,family,world_setting,12,61
596,"In a romance world, a love must uplifting to save the family.",romance_focused,romance,family,world_setting,12,61
597,Write a romance story about a family who discovers a humorous secret.,romance_focused,romance,family,write_story,12,69
598,"In a romance world, a sacrifice must mysterious to save the family.",romance_focused,romance,family,world_setting,12,67
599,"In a romance world, a identity must uplifting to save the hope.",romance_focused,romance,hope,world_setting,12,63
600,Write a romance story about a hope who discovers a uplifting secret.,romance_focused,romance,hope,write_story,12,68
